annee,code,libelle,codfil,codniv,codmes,credit,budmin,budisu,codpro1,codpro2,codpro3,codisu,releve,F15
2024/2025,BAT1111,Mathématiques I ,BAT,01,semestre1,4.0,60.0,40.0,,,,,oui,False
2024/2025,BAT1121,Physiques I ,BAT,01,semestre1,5.0,75.0,50.0,,,,PHYSIQUE1,oui,False
2024/2025,BAT1122,Chimie ,BAT,01,semestre1,3.0,45.0,0.0,THNGAKO,,,CHIMIE,oui,False
2024/2025,BAT1131,Procédés généraux de construction I ,BAT,01,semestre1,3.0,45.0,30.0,,,,PROGENCO1,oui,False
2024/2025,BAT1141,Dessin et technologie de bâtiment ,BAT,01,semestre1,4.0,60.0,40.0,,,,DESSINTE1,oui,False
2024/2025,BAT1142,PHYSIQUE APPLIQUE  AU GENIE CIVIL ,BAT,01,semestre1,3.0,45.0,0.0,,,,,oui,False
2024/2025,BAT1151,Organisation des chantiers ,BAT,01,semestre1,1.0,15.0,10.0,,,,ORGCHANTI,oui,False
2024/2025,BAT1161,Architecture ,BAT,01,semestre1,4.0,60.0,40.0,,,,ARCHITECT,oui,False
2024/2025,BAT1162,Résistance des matériaux I ,BAT,01,semestre1,4.0,60.0,0.0,,,,RESISMAT2,oui,False
2024/2025,BAT1171,Formation bilingue ,BAT,01,semestre1,4.0,60.0,40.0,LEATANGANA,,,,oui,False
2024/2025,BAT1172,Expression francaise,BAT,01,semestre1,3.0,45.0,0.0,,,,FRANCAIS2,oui,False
2024/2025,BAT1211,Mathématiques II ,BAT,01,semestre2,4.0,60.0,40.0,,,,APPLMATHS,oui,False
2024/2025,BAT1221,Physiques II ,BAT,01,semestre2,3.0,45.0,30.0,,,,PHYSIQUE2,oui,False
2024/2025,BAT1222,Informatique I ,BAT,01,semestre2,3.0,45.0,30.0,HSBIBOUM,CHBRUKO,,INFORGEN1,oui,False
2024/2025,BAT1231,Projets béton armé ,BAT,01,semestre2,2.0,30.0,20.0,,,,PROJACADE,oui,False
2024/2025,BAT1232,Procédés généraux de construction II ,BAT,01,semestre2,3.0,45.0,0.0,,,,PROGENCO2,oui,False
2024/2025,BAT1241,Topographie I ,BAT,01,semestre2,2.0,30.0,20.0,CLTIMENE,,,TOPOGRAP1,oui,False
2024/2025,BAT1251,Béton armé I ,BAT,01,semestre2,4.0,60.0,40.0,,,,BETOARME1,oui,False
2024/2025,BAT1261,Géotechnique ,BAT,01,semestre2,1.0,15.0,4.0,KUFOTSO,,,,oui,False
2024/2025,BAT1262,Résistance des matériaux II ,BAT,01,semestre2,3.0,45.0,30.0,KUFOTSO,,,RESISMAT2,oui,False
2024/2025,BAT1271,Entreprenariat ,BAT,01,semestre2,4.0,60.0,30.0,,,,ENTREPREN,oui,False
2024/2025,BAT1272,Education civique et éthique ,BAT,01,semestre2,2.0,30.0,0.0,ISMBEMIN,,,DROITCIVI,oui,False
2024/2025,BAT1281,ECONOMIE GENERALE,BAT,01,semestre2,2.0,30.0,20.0,HUDJOMO,,,ECONOGENE,oui,False
2024/2025,BAT1371,Comptabilité Générale ,BAT,01,semestre1,2.0,30.0,20.0,,,,COMPTAGE1,oui,False
2024/2025,BAT1373,Education civique et éthique ,BAT,01,semestre1,1.0,15.0,10.0,ISMBEMIN,,,DROITCIVI,oui,False
2024/2025,BAT2172,Expression francaise,BAT,02,semestre1,3.0,45.0,0.0,LEATANGANA,,,FRANCAIS2,oui,False
2024/2025,BAT2311,Mathématiques III,BAT,02,semestre1,4.0,60.0,40.0,MOYEMELE,,,MATMATIQ3,oui,False
2024/2025,BAT2321,Physiques III ,BAT,02,semestre1,3.0,45.0,30.0,DETATCHUM,,,PHYSIQUE3,oui,False
2024/2025,BAT2322,Bases de qualité hygiène santé sécurité environnem,BAT,02,semestre1,2.0,30.0,20.0,KUFOTSO,,,BASHYGSEC,oui,False
2024/2025,BAT2331,Equipement du bâtiment ,BAT,02,semestre1,2.0,30.0,20.0,DETATCHUM,,,EQUIBATIM,oui,False
2024/2025,BAT2332,Matériaux de construction ,BAT,02,semestre1,3.0,45.0,30.0,KUFOTSO,,,MATECONST,oui,False
2024/2025,BAT2341,Résistance des matériaux III ,BAT,02,semestre1,3.0,45.0,30.0,KUFOTSO,,,RESISMAT3,oui,False
2024/2025,BAT2351,Béton Armé II ,BAT,02,semestre1,3.0,45.0,30.0,KUFOTSO,,,BETOARME2,oui,False
2024/2025,BAT2352,Dessin assisté par ordinateur I (DAO) ,BAT,02,semestre1,4.0,60.0,40.0,GANOUGUE,CLTIMENE,,DESASSOR1,oui,False
2024/2025,BAT2361,Procédés et techniques de réalisation ,BAT,02,semestre1,3.0,45.0,30.0,GANOUGUE,,,PROTECREA,oui,False
2024/2025,BAT2371,Comptabilité analytique ,BAT,02,semestre1,2.0,30.0,20.0,STKAMSU,,,COMPTAANA,oui,False
2024/2025,BAT2372,Economie générale ,BAT,02,semestre1,2.0,30.0,25.0,HUDJOMO,,,ECONOGENE,oui,False
2024/2025,BAT2373,Education civique et éthique ,BAT,02,semestre2,1.0,15.0,10.0,ISMBEMIN,,,DROITCIVI,oui,False
2024/2025,BAT2411,Mathématiques IV ,BAT,02,semestre2,4.0,60.0,40.0,MOYEMELE,,,MATMATIQ4,oui,False
2024/2025,BAT2421,Informatique II ,BAT,02,semestre2,5.0,75.0,50.0,JOMBONDO,,,INFORMAT2,oui,False
2024/2025,BAT2431,Etude de prix ,BAT,02,semestre1,2.0,30.0,20.0,GANOUGUE,,,ETUDEPRIX,oui,False
2024/2025,BAT2432,Dessin assisté par ordinateur II ,BAT,02,semestre2,3.0,45.0,30.0,GANOUGUE,,,DESASSOR2,oui,False
2024/2025,BAT2433,Bureau étude,BAT,02,semestre2,5.0,75.0,40.0,GANOUGUE,,,BUREAETUD,oui,False
2024/2025,BAT2441,Fondations et soutènements ,BAT,02,semestre2,3.0,45.0,30.0,GANOUGUE,,,FONDSOUTE,oui,False
2024/2025,BAT2451,Essais en laboratoire ,BAT,02,semestre2,2.0,30.0,20.0,KUFOTSO,,,ESSAILABO,oui,False
2024/2025,BAT2452,Topographie II ,BAT,02,semestre2,2.0,30.0,20.0,CLTIMENE,,,TOPOGRAP2,oui,False
2024/2025,BAT2461,Stage professionnel I ,BAT,02,semestre2,6.0,90.0,0.0,THTCHATCHOUA,,,STAGEPROF,oui,False
2024/2025,BAT2471,Economie et organisation des entreprises ,BAT,02,semestre2,2.0,30.0,20.0,HUDJOMO,,,ECOORGENT,oui,False
2024/2025,BAT2481,EXPRESSION ANGLAISE,BAT,02,semestre2,1.0,15.0,10.0,AGNERRIS,,,EXPREANGL,oui,False
2024/2025,BOW1111,Engineering Mathematics I,SM,01,semestre1,5.0,75.0,0.0,,,,,oui,False
2024/2025,BOW1121,Engineer in the Society,SM,01,semestre1,4.0,60.0,0.0,,,,,oui,False
2024/2025,BOW1131,Methods and tooling machines and machine-tools I,SM,01,semestre1,4.0,60.0,0.0,,,,,oui,False
2024/2025,BOW1141,Practical work of conventional welding I,SM,01,semestre1,5.0,75.0,0.0,,,,,oui,False
2024/2025,BOW1151,Metallic materials,SM,01,semestre1,2.0,30.0,0.0,,,,,oui,False
2024/2025,BOW1152,Welding technology I,SM,01,semestre1,3.0,45.0,0.0,,,,,oui,False
2024/2025,BOW1161,Marking out I,SM,01,semestre1,4.0,60.0,0.0,,,,,oui,False
2024/2025,BOW1171,English,SM,01,semestre1,1.5,22.5,0.0,,,,ENGLISH,oui,False
2024/2025,BOW1172,French ,SM,01,semestre1,1.5,22.5,0.0,,,,FRENCH,oui,False
2024/2025,BOW1211,Engineering Mathematics II,SM,01,semestre2,5.0,75.0,0.0,,,,,oui,False
2024/2025,BOW1212,Fluids Mechanics,SM,01,semestre2,0.0,0.0,0.0,,,,,oui,False
2024/2025,BOW1221,Workshop supervisor Management,SM,01,semestre2,4.0,60.0,0.0,,,,,oui,False
2024/2025,BOW1231,Analysis and design of metal structures I,SM,01,semestre2,4.0,60.0,0.0,,,,,oui,False
2024/2025,BOW1241,P of sheet metal and technology I,SM,01,semestre2,4.0,60.0,0.0,,,,,oui,False
2024/2025,BOW1251,Metallurgy I,SM,01,semestre2,4.0,60.0,0.0,,,,,oui,False
2024/2025,BOW1261,Computer aided drawing (Autocard) I ,SM,01,semestre2,5.0,75.0,0.0,,,,,oui,False
2024/2025,BOW1271,Computer for Business I,SM,01,semestre2,1.0,15.0,0.0,,,,,oui,False
2024/2025,BOW1272,Civic and moral education,SM,01,semestre2,2.0,30.0,0.0,,,,,oui,False
2024/2025,BOW1273,Strength of materials I,SM,01,semestre1,2.0,30.0,20.0,HEMEVOGBI,,,STRENMAT1,oui,False
2024/2025,BOW2311,Engineering Mathematics III ,SM,02,semestre1,4.0,60.0,0.0,,,,APPLMATHS,oui,False
2024/2025,BOW2321,Computer for Business II,SM,02,semestre1,3.0,45.0,0.0,,,,COMPUSCI2,oui,False
2024/2025,BOW2322,Computer Programming,SM,02,semestre1,2.0,30.0,20.0,,,,COMPUPROG,oui,False
2024/2025,BOW2323,"Basics of Quality, Health, Safety and Environment ",SM,02,semestre1,2.0,30.0,20.0,,,,QHSE,oui,False
2024/2025,BOW2331,Computer Aided Manufacturing I,SM,02,semestre1,2.0,30.0,0.0,,,,COMAIDMA2,oui,False
2024/2025,BOW2332,Costs Estimation ,SM,02,semestre1,3.0,45.0,0.0,,,,,oui,False
2024/2025,BOW2341,"Methods, fixture and machine tools II",SM,02,semestre1,3.0,45.0,0.0,,,,,oui,False
2024/2025,BOW2351,CAD II,SM,02,semestre1,3.0,45.0,0.0,,,,,oui,False
2024/2025,BOW2352,Metallurgy II,SM,02,semestre1,2.0,30.0,0.0,,,,,oui,False
2024/2025,BOW2353,P machining II,SM,02,semestre1,2.0,30.0,20.0,HEMEVOGBI,,,PMACHINI2,oui,False
2024/2025,BOW2361,Metrology,SM,02,semestre1,5.0,75.0,0.0,,,,,oui,False
2024/2025,BOW2362,Applied mechanics I,SM,02,semestre1,3.0,45.0,30.0,,,,APPMECHA2,oui,False
2024/2025,BOW2371,Environmental Engineering,SM,02,semestre1,2.0,30.0,0.0,,,,,oui,False
2024/2025,BOW2372,Enterpreneuriatship,SM,02,semestre1,1.0,15.0,10.0,AGNERRIS,,,ENTREPSHI,oui,False
2024/2025,BOW2373,Methodology of drafting the internship report,SM,02,semestre1,1.0,15.0,10.0,,,,INTERSHIP,oui,False
2024/2025,BOW2411,Engineering Mathematics IV,SM,02,semestre2,4.0,60.0,0.0,,,,,oui,False
2024/2025,BOW2421,Physics I,SM,02,semestre2,3.0,45.0,0.0,,,,PHYSICS1,oui,False
2024/2025,BOW2422,Chemistry,SM,02,semestre2,2.0,30.0,0.0,,,,,oui,False
2024/2025,BOW2431,Sheet metal ,SM,02,semestre2,3.0,45.0,0.0,,,,,oui,False
2024/2025,BOW2432,Marking out II,SM,02,semestre2,2.0,30.0,0.0,,,,,oui,False
2024/2025,BOW2441,Numerical control machine tools and CFAO II,SM,02,semestre2,4.0,60.0,0.0,,,,,oui,False
2024/2025,BOW2451,Analysis and design of metal structure II,SM,02,semestre2,3.0,45.0,0.0,,,,,oui,False
2024/2025,BOW2461,Professional Internship,SM,02,semestre2,6.0,90.0,0.0,,,,,oui,False
2024/2025,BOW2471,Industrial safety 1 credit,SM,02,semestre2,0.0,15.0,0.0,,,,,oui,False
2024/2025,BOW2472,Ingineering Management Law and Economics,SM,02,semestre2,2.0,30.0,0.0,,,,ECONOMICS,oui,False
2024/2025,BOW2473,Labour Law,SM,02,semestre2,1.0,15.0,10.0,AGNERRIS,,,LABORLAW,oui,False
2024/2025,BST1111,Mathematics I,BST,01,semestre1,4.0,60.0,35.0,FOWAFFO,,,MATMATIC1,oui,False
2024/2025,BST1121,Physics I,BST,01,semestre1,3.0,45.0,30.0,YVFOTSO,,,PHYSICS1,oui,False
2024/2025,BST1122,Chemistry,BST,01,semestre1,2.0,30.0,20.0,YVFOTSO,RONSOM,,CHEMISTRY,oui,False
2024/2025,BST1131,General construction processes I,BST,01,semestre1,3.0,45.0,30.0,DENDIFON,,,GENERCONS,oui,False
2024/2025,BST1141,Design and technology of building,BST,01,semestre1,3.0,45.0,30.0,DENDIFON,,,DESIGNTEC,oui,False
2024/2025,BST1151,Organization of work sites ,BST,01,semestre1,4.0,60.0,35.0,DENDIFON,,,ORGOFWORK,oui,False
2024/2025,BST1161,Architecture,BST,01,semestre1,4.0,60.0,35.0,DENDIFON,,,ARCHITECT,oui,False
2024/2025,BST1162,Resistance of Materials I,BST,01,semestre1,4.0,60.0,35.0,DENDIFON,,,RESISMTER,oui,False
2024/2025,BST1171,English,BST,01,semestre2,1.5,22.5,15.0,AGNERRIS,,,ENGLISH,oui,False
2024/2025,BST1172,French ,BST,01,semestre1,1.5,22.5,15.0,LEATANGANA,,,FRENCH,oui,False
2024/2025,BST1211,Mathematics II,BST,01,semestre2,4.0,60.0,35.0,FOWAFFO,,,MATMATIC2,oui,False
2024/2025,BST1221,Computer Science I,BST,01,semestre2,5.0,75.0,50.0,,,,COMPSCIEN,oui,False
2024/2025,BST1231,Reinforced concrete Projects ,BST,01,semestre2,3.0,45.0,30.0,,,,PROJACADE,oui,False
2024/2025,BST1232,General construction processes II,BST,01,semestre2,2.0,30.0,30.0,DENDIFON,,,GENERCON2,oui,False
2024/2025,BST1241,Topography I,BST,01,semestre2,3.0,45.0,30.0,DENDIFON,,,TOPOGPHY1,oui,False
2024/2025,BST1242,Practice,BST,01,semestre2,1.0,20.0,10.0,DENDIFON,,,TRAVPRATQ,oui,False
2024/2025,BST1251,Reinforced concrete I,BST,01,semestre2,4.0,60.0,35.0,DENDIFON,,,REINCONCR,oui,False
2024/2025,BST1261,Geotechnical Engineering,BST,01,semestre2,3.0,45.0,30.0,,,,GEOTECHNI,oui,False
2024/2025,BST1262,Resistance of Materials II,BST,01,semestre2,3.0,45.0,30.0,DENDIFON,,,RESMATERI,oui,False
2024/2025,BST1271,Entrepreneurship,BST,01,semestre2,1.0,15.0,10.0,,,,ENTPRENSH,oui,False
2024/2025,BST1272,Civic and Moral Education,BST,01,semestre2,2.0,30.0,20.0,AGNERRIS,,,LABORLAW,oui,False
2024/2025,BST1371,Methodology of drafting the internship report,BST,01,semestre1,1.5,22.5,15.0,,,,INTERSHIP,oui,False
2024/2025,BST2311,Mathematics III ,BST,02,semestre1,4.0,60.0,35.0,,,,,oui,False
2024/2025,BST2321,Physics III ,BST,02,semestre1,3.0,45.0,0.0,,,,PHYSICS3,oui,False
2024/2025,BST2322,"Basics of Quality, Health, Safety and Environment ",BST,02,semestre1,2.0,30.0,20.0,,,,QHSE,oui,False
2024/2025,BST2331,Building equipment,BST,02,semestre1,2.0,30.0,20.0,,,,,oui,False
2024/2025,BST2332,Construction materials,BST,02,semestre1,3.0,45.0,30.0,,,,,oui,False
2024/2025,BST2333,Schémas électriques et commande,BST,02,semestre1,2.5,40.0,20.0,BIWALVEDE,,,SCHEMAELE,oui,False
2024/2025,BST2341,Resistance of Materials III,BST,02,semestre1,3.0,45.0,30.0,DENDIFON,,,,oui,False
2024/2025,BST2351,Reinforced concrete II,BST,02,semestre1,3.0,45.0,0.0,,,,,oui,False
2024/2025,BST2352,Computer Assisted Drawing I (CAD),BST,02,semestre1,4.0,60.0,35.0,,,,,oui,False
2024/2025,BST2361,Processes and techniques of realization ,BST,02,semestre1,3.0,45.0,0.0,,,,,oui,False
2024/2025,BST2371,Methodology of drafting the internship report,BST,02,semestre1,1.5,22.5,15.0,,,,,oui,False
2024/2025,BST2372,Initiation to the law,BST,02,semestre1,1.5,22.5,15.0,,,,,oui,False
2024/2025,BST2411,Statistics,BST,02,semestre2,4.0,60.0,0.0,,,,,oui,False
2024/2025,BST2421,Computer Science II ,BST,02,semestre2,5.0,75.0,45.0,,,,,oui,False
2024/2025,BST2431,Study of Price,BST,02,semestre2,2.0,30.0,0.0,,,,,oui,False
2024/2025,BST2432,Computer Assisted Drawing II,BST,02,semestre2,3.0,45.0,30.0,,,,,oui,False
2024/2025,BST2441,Foundations and retaining structure,BST,02,semestre2,3.0,45.0,30.0,,,,,oui,False
2024/2025,BST2451,Laboratory testing,BST,02,semestre2,2.0,30.0,20.0,,,,,oui,False
2024/2025,BST2452,Topography II,BST,02,semestre2,2.0,30.0,20.0,DENDIFON,,,TOPOGPHY2,oui,False
2024/2025,BST2461,Professional internship I,BST,02,semestre2,6.0,90.0,0.0,,,,,oui,False
2024/2025,BST2471,Accounting,BST,02,semestre2,1.0,15.0,10.0,,,,,oui,False
2024/2025,BST2472,Economics,BST,02,semestre2,2.0,30.0,20.0,AGNERRIS,,,ECONOMICS,oui,False
2024/2025,CCHEMA,CC hématologie,TLB,02,semestre1,0.0,0.0,20.0,ALHAPPY,,,CCHEMATOL,oui,False
2024/2025,CFP1101,Anatomie - Physiologie,CFP,01,semestre1,4.0,60.0,40.0,,,,ANATPHYS1,oui,False
2024/2025,CFP1102,Pharmacologie,CFP,01,semestre2,2.0,80.0,50.0,JOTINTCHOU,,,PHARMAGEN,oui,False
2024/2025,CFP1103,SECOURISME,CFP,01,semestre1,1.0,40.0,30.0,THNGAKO,,,SECOURISM,oui,False
2024/2025,CFP1104,VOCABULAIRE MEDICAL,CFP,01,semestre1,1.0,20.0,15.0,LEATANGANA,,,VOCAMEDIC,oui,False
2024/2025,CFP1105,SEMIOLOGIE GENERALE,CFP,01,semestre1,3.0,40.0,30.0,BEKENFACK,,,SEMIOGEN,oui,False
2024/2025,CFP1106,SEMIOLOGIE MEDICALE,CFP,01,semestre1,4.0,50.0,35.0,,,,SEMIOMEDI,oui,False
2024/2025,CFP1107,SEMIOLOGIE CHIRURGICALE,CFP,01,semestre2,2.0,40.0,30.0,,,,SEMIOCHIR,oui,False
2024/2025,CFP1108,Maladies infectieuses et parasitaires,CFP,01,semestre1,3.0,55.0,35.0,ALHAPPY,,,MALINFPAR,oui,False
2024/2025,CFP1109,TECHNIQUES DE SOINS EN MEDECINE,CFP,01,semestre1,2.0,50.0,35.0,METSASSE,,,SOINMEDEC,oui,False
2024/2025,CFP1110,PEDIATRIE,CFP,01,semestre1,3.0,40.0,30.0,BEKENFACK,,,PEDIATRIE,oui,False
2024/2025,CFP1111,Anatomie - Physiologie 2,CFP,01,semestre2,4.0,60.0,40.0,YVNGOUSSEU,,,ANATPHYS2,oui,False
2024/2025,CFP1141,Concepts et théories en sciences infirmières ,CFP,01,semestre1,2.0,30.0,25.0,BEKENFACK,,,CONTHESCI,oui,False
2024/2025,CFP1151,Histoire de la profession infirmière,CFP,01,semestre1,1.0,15.0,10.0,BEKENFACK,,,HISPROINF,oui,False
2024/2025,CFP1201,TECHNIQUES DE SOINS EN CHIRURGIE,CFP,01,semestre2,2.0,60.0,40.0,,,,TECSOICHI,oui,False
2024/2025,CFP1202,TECHNIQUE DE LABORATOIRE,CFP,01,semestre2,2.0,50.0,35.0,ALHAPPY,,,TECHLABOR,oui,False
2024/2025,CFP1203,DEONTOLOGIE,CFP,01,semestre2,1.0,35.0,25.0,,,,DEONTHOLO,oui,False
2024/2025,CFP1204,Médecine de travail,CFP,01,semestre2,1.0,40.0,30.0,,,,MEDECITRA,oui,False
2024/2025,CFP1205,SANTE PUBLIQUE,CFP,01,semestre2,1.0,40.0,30.0,THNGAKO,,,SANTEPUBL,oui,False
2024/2025,CFP1206,SEMIOLOGIE OBSTETRICALE,CFP,01,semestre2,1.0,40.0,30.0,,,,SEMIOOBST,oui,False
2024/2025,CFP1207,OBSTETRIQUE ET SOINS APPARENTES,CFP,01,semestre2,2.0,40.0,30.0,MAKAMGA,,,OBSTOIAPP,oui,False
2024/2025,CFP1208,PUERICULTURE ET SOINS APPARENTES,CFP,01,semestre2,2.0,40.0,30.0,MAKAMGA,,,PUESOIAPP,oui,False
2024/2025,CFP1209,Législation,CFP,01,semestre2,1.0,35.0,25.0,ISMBEMIN,,,DROITCIVI,oui,False
2024/2025,CFP1210,Français,CFP,01,semestre2,2.0,60.0,40.0,LEATANGANA,,,FRANCAIS2,oui,False
2024/2025,CFP1211,Anglais,CFP,01,semestre2,2.0,60.0,40.0,,,,ANGLAMEDI,oui,False
2024/2025,CFP1212,Informatique,CFP,01,semestre1,1.0,15.0,10.0,HSBIBOUM,,,INFORGEN1,oui,False
2024/2025,CFP1231,Méthodologie de la rédaction du rapport de stage ,CFP,01,semestre1,0.0,100.0,100.0,,,,REDRAPSTA,oui,False
2024/2025,CFP1233,Premiers secours,CFP,01,semestre2,2.0,30.0,25.0,THNGAKO,,,PREMSECOU,oui,False
2024/2025,CFP1323,Projet académique,CFP,01,semestre1,3.0,45.0,30.0,,,,PROJACADE,non,False
2024/2025,CFP1324,Épidémiologie,CFP,01,semestre2,1.0,15.0,10.0,THNGAKO,,,EPIDEMIO1,oui,False
2024/2025,CFP1325,Démographie,CFP,01,semestre2,1.0,15.0,10.0,THNGAKO,,,DEMOGRAPH,oui,False
2024/2025,CFP1326,Planification des soins,CFP,01,semestre2,2.0,30.0,25.0,JOTINTCHOU,,,PLANSOINS,oui,False
2024/2025,CFP1327,Microbiologie II ,CFP,01,semestre2,4.0,60.0,40.0,ALHAPPY,,,MICROBIOF2,oui,False
2024/2025,CFP1328,Santé environnementale ,CFP,01,semestre2,1.0,15.0,10.0,THNGAKO,,,SANTENVIR,oui,False
2024/2025,ELN1111,Mathematics ,ELN,01,semestre1,4.0,60.0,30.0,,,,,oui,False
2024/2025,ELN1121,Physics ,ELN,01,semestre1,3.0,45.0,22.5,,,,PHYSICS,oui,False
2024/2025,ELN1122,Chemistry ,ELN,01,semestre1,2.0,30.0,15.0,,,,,oui,False
2024/2025,ELN1131,"Basics of Electricity and Electrical Circuits 5 credits (75 h); L, T, PW",ELN,01,semestre1,0.0,0.0,0.0,,,,BASELECIR,oui,False
2024/2025,ELN1132,Electrical circuits ,ELN,01,semestre1,2.0,30.0,15.0,,,,,oui,False
2024/2025,ELN1141,Basics Electronics ,ELN,01,semestre1,3.0,45.0,22.5,,,,,oui,False
2024/2025,ELN1142,Basis of the digital electronic ,ELN,01,semestre1,2.0,30.0,15.0,,,,,oui,False
2024/2025,ELN1151,Automatism and Practical Work,ELN,01,semestre1,3.0,45.0,22.5,HANGOMSI,,,,oui,False
2024/2025,ELN1152,Electronics I ,ELN,01,semestre1,2.0,30.0,15.0,,,,ELECTRONI,oui,False
2024/2025,ELN1161,Construction Design,ELN,01,semestre1,3.0,45.0,22.5,,,,CONSTDESI,oui,False
2024/2025,ELN1171,English ,ELN,01,semestre1,1.5,22.5,11.25,,,,ENGLISH,oui,False
2024/2025,ELN1172,French ,ELN,01,semestre1,1.5,22.5,11.25,,,,FRENCH,oui,False
2024/2025,ELN1211,Mathematics II ,ELN,01,semestre2,4.0,60.0,30.0,,,,,oui,False
2024/2025,ELN1221,Physics II,ELN,01,semestre2,2.0,30.0,15.0,,,,PHYSICS2,oui,False
2024/2025,ELN1222,Computer Science I ,ELN,01,semestre2,3.0,45.0,35.0,,,,COMPUTRAI,oui,False
2024/2025,ELN1231,Information transport and transmission,ELN,01,semestre2,4.0,60.0,30.0,,,,,oui,False
2024/2025,ELN1241,Function of the analogical electronic,ELN,01,semestre2,2.0,30.0,15.0,,,,,oui,False
2024/2025,ELN1242,Maintenance and reliability,ELN,01,semestre2,3.0,45.0,22.5,,,,,oui,False
2024/2025,ELN1251,Power electronics and actuator control,ELN,01,semestre2,4.0,60.0,30.0,,,,,oui,False
2024/2025,ELN1261,Practical Work in Electronic,ELN,01,semestre2,4.0,60.0,30.0,,,,,oui,False
2024/2025,ELN1271,Entrepreneurship,ELN,01,semestre2,1.0,15.0,7.5,,,,,oui,False
2024/2025,ELN1272,Civic and moral education,ELN,01,semestre2,2.0,30.0,15.0,,,,,oui,False
2024/2025,ELN1323,Academic project,ELN,01,semestre1,3.0,45.0,30.0,,,,PROJACADE,oui,False
2024/2025,ELN1372,Methodology of drafting the internship report,ELN,01,semestre1,1.5,22.5,15.0,,,,REDRAPSTA,oui,False
2024/2025,ELN2311,Mathematics III ,ELN,02,semestre1,4.0,60.0,30.0,FOWAFFO,CHGOMA,,MATMATIC3,oui,False
2024/2025,ELN2321,Physics III ,ELN,02,semestre1,3.0,45.0,22.5,YVFOTSO,,,PHYSICS3,oui,False
2024/2025,ELN2322,"Basics of Quality, Health, Safety and Environment 2  ",ELN,02,semestre1,2.0,30.0,15.0,KUFOTSO,,,BASOFQUAL,oui,False
2024/2025,ELN2331,Practical Work Electronic P II,ELN,02,semestre1,4.0,60.0,30.0,BIWALVEDE,,,PRAWOREL2,oui,False
2024/2025,ELN2333,Electrical Schema and command,ELN,02,semestre1,2.5,40.0,20.0,BIWALVEDE,,,ELESCHCOM,oui,False
2024/2025,ELN2341,Servomechanism and robotics ,ELN,02,semestre1,2.0,30.0,26.0,BIWALVEDE,,,SERVOROBO,oui,False
2024/2025,ELN2342,Electronics construction,ELN,02,semestre1,3.0,45.0,22.5,YVFOTSO,,,ELECTRCON,oui,False
2024/2025,ELN2351,Maintenance of complex systems ,ELN,02,semestre1,4.0,60.0,30.0,BIWALVEDE,,,MAICOMSYS,oui,False
2024/2025,ELN2361,Telecommunication Networks ,ELN,02,semestre1,2.0,30.0,15.0,HANGOMSI,,,TELECONET,oui,False
2024/2025,ELN2362,Analog and digital data processing and storage ,ELN,02,semestre1,3.0,45.0,22.5,BIWALVEDE,,,ANADIGDAT,oui,False
2024/2025,ELN2371,Accounting ,ELN,02,semestre1,1.0,15.0,7.5,STKAMSU,,,ACCOUNTIN,oui,False
2024/2025,ELN2372,Labour Law,ELN,02,semestre1,1.0,15.0,7.5,AGNERRIS,,,LABORLAW,oui,False
2024/2025,ELN2411,Mathematics IV,ELN,02,semestre2,4.0,60.0,30.0,FOWAFFO,,,MATMATIC4,oui,False
2024/2025,ELN2421,Computer Science II ,ELN,02,semestre2,5.0,75.0,45.0,HANGOMSI,,,CMPSCIENS,oui,False
2024/2025,ELN2431,Maintenance of complex systems,ELN,02,semestre2,2.0,30.0,20.0,BIWALVEDE,,,MAICOMSYS,oui,False
2024/2025,ELN2432,Basics of digital Servoing,ELN,02,semestre2,2.0,30.0,20.0,BIWALVEDE,,,BASDIGSER,oui,False
2024/2025,ELN2441,Home Electronics,ELN,02,semestre2,4.0,60.0,30.0,YVFOTSO,,,HOMELECTR,oui,False
2024/2025,ELN2442,Electrical installations and apparatus ,ELN,02,semestre2,5.0,75.0,37.5,YVFOTSO,,,ELEINSAPP,oui,False
2024/2025,ELN2451,Practical work - Digital electronics and power con,ELN,02,semestre2,4.0,60.0,30.0,BIWALVEDE,,,DIGELEPOW,oui,False
2024/2025,ELN2461,Professional internship,ELN,02,semestre2,6.0,90.0,45.0,THTCHATCHOUA,,,PROFINTER,oui,False
2024/2025,ELN2471,Economy and business organization ,ELN,02,semestre2,3.0,45.0,22.5,AGNERRIS,,,ECONOMICS,oui,False
2024/2025,ELN2473,Entrepreneurship,ELN,02,semestre2,1.0,15.0,7.5,AGNERRIS,,,ENTREPSHI,oui,False
2024/2025,ELT 1111,Mathematics ,HNDET,01,semestre1,4.0,60.0,30.0,FOWAFFO,CHGOMA,,MATMATIC1,oui,False
2024/2025,ELT 1121,Physics 1,HNDET,01,semestre1,3.0,45.0,22.5,YVFOTSO,,,PHYSICS1,oui,False
2024/2025,ELT 1122,Chemistry ,HNDET,01,semestre1,2.0,30.0,15.0,YVFOTSO,RONSOM,,CHEMISTRY,oui,False
2024/2025,ELT 1131,Basics of Electricity and Electrical Circuits ,HNDET,01,semestre1,5.0,75.0,37.5,HANGOMSI,,,BASELECIR,oui,False
2024/2025,ELT 1132,Electrical circuits ,HNDET,01,semestre1,2.0,30.0,15.0,BIWALVEDE,,,ELECIRCUI,oui,False
